2.477876106194690786e-01,3.972602739726026622e-01,0.000000000000000000e+00,6.849315068493150305e-02,1.068447412353923098e-01,1.408450704225352179e-01,9.893992932862190337e-02,5.675477239353909908e-01,6.062992125984250080e-01,1.377245508982036515e-01,1.538461538461539657e-01,3.999999999999999112e-01
2.831858407079645978e-01,5.205479452054794232e-01,0.000000000000000000e+00,1.164383561643835552e-01,1.435726210350584398e-01,3.380281690140845563e-01,2.155477031802119914e-01,4.941262848751932779e-01,3.622047244094486196e-01,2.095808383233533079e-01,2.153846153846155076e-01,3.999999999999999112e-01
2.831858407079645978e-01,4.383561643835616195e-01,4.000000000000000083e-02,9.589041095890410427e-02,1.335559265442403942e-01,1.971830985915492829e-01,1.696113074204946836e-01,5.088105726872242940e-01,4.094488188976375120e-01,1.916167664670659077e-01,2.153846153846155076e-01,3.999999999999999112e-01
5.840707964601768998e-01,1.095890410958904326e-01,5.600000000000000533e-01,6.849315068493150305e-02,1.051752921535893115e-01,2.253521126760563431e-01,1.908127208480565606e-01,5.822320117474362178e-01,3.307086614173226913e-01,1.497005988023951961e-01,2.153846153846155076e-01,6.000000000000000888e-01
2.477876106194690786e-01,3.972602739726026622e-01,0.000000000000000000e+00,6.849315068493150305e-02,1.068447412353923098e-01,1.408450704225352179e-01,9.893992932862190337e-02,5.675477239353909908e-01,6.062992125984250080e-01,1.377245508982036515e-01,1.538461538461539657e-01,3.999999999999999112e-01
2.477876106194690786e-01,3.698630136986301165e-01,0.000000000000000000e+00,6.164383561643835274e-02,1.051752921535893115e-01,1.690140845070422504e-01,1.201413427561837527e-01,5.675477239353909908e-01,6.062992125984250080e-01,1.377245508982036515e-01,1.538461538461539657e-01,3.999999999999999112e-01
2.920353982300885054e-01,3.287671232876712146e-01,5.999999999999999778e-02,4.794520547945205213e-02,9.515859766277129372e-02,1.971830985915492829e-01,1.872791519434628960e-01,4.647577092511028241e-01,4.409448818897634403e-01,7.784431137724553973e-02,1.538461538461539657e-01,3.999999999999999112e-01
2.389380530973451711e-01,3.630136986301369939e-01,0.000000000000000000e+00,2.054794520547945091e-02,8.848080133555925875e-02,1.971830985915492829e-01,5.300353356890459555e-02,3.325991189427384143e-01,5.118110236220472231e-01,8.383233532934128429e-02,2.461538461538461675e-01,8.000000000000000444e-01
2.831858407079645978e-01,3.150684931506849140e-01,2.000000000000000042e-02,7.534246575342465335e-02,1.018363939899832871e-01,1.126760563380281716e-01,4.240282685512367089e-02,4.941262848751932779e-01,4.881889763779523328e-01,1.437125748502993960e-01,1.692307692307692957e-01,8.000000000000000444e-01
2.566371681415929862e-01,2.602739726027397116e-01,3.599999999999999867e-01,3.561643835616438158e-01,9.849749582637727652e-02,2.253521126760563431e-01,3.392226148409894226e-01,5.675477239353909908e-01,4.803149606299212948e-01,2.814371257485029920e-01,3.230769230769230393e-01,3.999999999999999112e-01
1.858407079646018367e-01,3.150684931506849140e-01,8.000000000000000167e-02,6.164383561643835274e-02,1.419031719532554137e-01,1.971830985915492829e-01,2.084805653710247175e-01,4.280469897209968622e-01,4.251968503937004762e-01,1.257485029940119958e-01,1.230769230769230838e-01,3.999999999999999112e-01
2.566371681415929862e-01,2.602739726027397116e-01,3.599999999999999867e-01,3.561643835616438158e-01,9.849749582637727652e-02,2.253521126760563431e-01,3.392226148409894226e-01,5.675477239353909908e-01,4.803149606299212948e-01,2.814371257485029920e-01,3.230769230769230393e-01,3.999999999999999112e-01
8.849557522123890907e-02,3.390410958904109262e-01,0.000000000000000000e+00,4.794520547945205213e-02,1.285475792988313715e-01,2.112676056338028130e-01,1.872791519434628960e-01,3.105726872246634684e-01,6.614173228346458266e-01,1.137724550898203957e-01,2.307692307692308376e-01,3.999999999999999112e-01
2.831858407079645978e-01,3.356164383561643372e-01,2.899999999999999800e-01,4.794520547945205213e-02,1.702838063439065242e-01,1.126760563380281716e-01,8.127208480565370485e-02,5.381791483113005370e-01,4.094488188976375120e-01,7.365269461077845747e-01,1.076923076923077538e-01,3.999999999999999112e-01
3.805309734513274700e-01,3.424657534246575152e-01,1.799999999999999933e-01,1.986301369863013588e-01,2.737896494156928373e-01,7.183098591549296197e-01,4.911660777385158938e-01,6.262848751835576877e-01,3.307086614173226913e-01,3.293413173652695036e-01,1.230769230769230838e-01,3.999999999999999112e-01
3.805309734513274700e-01,3.424657534246575152e-01,1.900000000000000022e-01,2.054794520547944814e-01,2.637729549248748473e-01,7.042253521126761173e-01,5.017667844522967213e-01,6.262848751835576877e-01,3.385826771653541734e-01,3.592814371257485595e-01,1.230769230769230838e-01,3.999999999999999112e-01
3.451327433628318397e-01,1.095890410958904326e-01,5.600000000000000533e-01,6.164383561643835274e-02,1.335559265442403942e-01,4.788732394366197465e-01,3.427561837455830318e-01,5.014684287812087859e-01,4.409448818897634403e-01,2.514970059880239361e-01,3.230769230769230393e-01,8.000000000000000444e-01
