5.652745694883206523e-02,6.432163104627238726e-01,9.345602816979254879e-01,9.093216677045702356e-01,5.577376279589826291e-01,-4.098383761605939313e-02,-7.532387272270979484e-01,-1.253584102027500480e+00,-9.706505163409576697e-01,-3.211947600095449995e-01,8.358748824293241175e-02,8.599856620624839465e-01,9.799996849530088205e-01,5.311242660170609753e-01,1.206824645276348973e-01,-5.611402880716860331e-01,-9.029842307199965612e-01,-1.061121261353189515e+00,-6.082960697228028124e-01,-3.051519944740633747e-02
-9.492858980259120949e-02,4.484454182913625298e-01,9.909853042867687867e-01,9.058447736524093408e-01,4.958912491389711463e-01,-2.000159742598804913e-01,-9.095995918907834321e-01,-1.061120356424962941e+00,-8.679274038615312215e-01,-2.581637612476738730e-01,2.304562292394358725e-01,7.851618879826547381e-01,9.518105964952011666e-01,7.655207266861980830e-01,1.877277036340205263e-01,-4.176920503922684214e-01,-1.186240131710130763e+00,-9.175973203861378380e-01,-5.104135334002875002e-01,7.508399284162901866e-02
-7.964683874995340251e-02,5.162089964477465376e-01,9.275252525753665545e-01,9.763232945295906573e-01,5.575242773298026977e-01,-1.281587721337268948e-01,-7.126446647961526271e-01,-1.097525112374685419e+00,-8.266838661558562062e-01,-2.898188673305393537e-01,4.835377171389127482e-01,8.262621688468519965e-01,1.067893283804302262e+00,8.229561211731297732e-01,2.941299135455452407e-01,-4.819177320968947020e-01,-1.053092008366927068e+00,-8.744461239844399936e-01,-5.097394264934427266e-01,-1.083832700800241577e-01
-1.042885641158805415e-01,6.060030174093814503e-01,9.406163413289434505e-01,8.267283354966580289e-01,5.446701926381254388e-01,-1.884458926780026577e-01,-9.019480339297787364e-01,-1.143640105195860235e+00,-8.719127353603279840e-01,-2.207092417886967195e-01,3.019346062684910015e-01,8.252177680299979112e-01,8.153386219672289492e-01,7.263162974322625587e-01,-7.824689649418237192e-03,-3.769525571061527192e-01,-9.460330574481689014e-01,-9.009271993646995602e-01,-7.383772778737289766e-01,8.420233489933305615e-02
-4.542385654934058548e-02,7.115053964805122533e-01,9.706099641760873586e-01,9.044318638848531933e-01,3.931960380352182982e-01,-2.162047044415842389e-01,-7.416522874657234254e-01,-9.809604329455773319e-01,-8.191878673679026113e-01,-3.438790473106843604e-01,1.949343743988018463e-01,7.057636378663286747e-01,1.028568886522102988e+00,8.212847409640289253e-01,1.090159299089098199e-01,-5.289872032804846524e-01,-9.090371908286826175e-01,-9.147748738293544069e-01,-7.540359870022227406e-01,-5.032999492944926351e-02
8.005332582970469193e-03,7.497261695948566063e-01,8.432894753265041121e-01,8.802417546182474961e-01,4.529184898118300828e-01,-1.108254685508276438e-01,-6.380858335704810980e-01,-9.931800049561589905e-01,-9.697266864738628422e-01,-4.385138282077140071e-01,2.623223485483806572e-01,8.615013338985966218e-01,9.227386001392673398e-01,6.671106107906998872e-01,2.480695032982345449e-01,-5.016824714281085118e-01,-8.524360602564279299e-01,-1.132361618488183064e+00,-5.516636280650274449e-01,3.712306243132965089e-02
-3.953472315479304028e-02,6.304317094766908047e-01,1.075017221182002602e+00,1.028483366198879034e+00,5.013451608594069464e-01,-1.876891985370208182e-01,-8.242863167350867881e-01,-9.654923165054275502e-01,-7.482367841891796045e-01,-2.668104869022636660e-01,3.504418703998665174e-01,8.816781618468120252e-01,1.105482106190767366e+00,6.338060053191511001e-01,2.690794963308754117e-01,-5.565042745591300966e-01,-7.995753743512390432e-01,-1.168765177299924574e+00,-6.434954019329593988e-01,-1.321812512692709385e-01
1.226023946982045809e-01,6.145967310314273124e-01,1.037476088634178950e+00,9.660967612115920478e-01,5.322478200587910102e-01,-1.053343405251522119e-01,-7.712087994027129190e-01,-1.001741481500930897e+00,-7.839628289225653024e-01,-2.350649309258717734e-01,2.947747610226794657e-01,8.116215491351155276e-01,1.125190273850452893e+00,7.095859480146358145e-01,1.876562924471587290e-01,-4.155157089231921175e-01,-1.030832433889952382e+00,-1.163247776422382085e+00,-6.215477981059329693e-01,8.511879230688428055e-02
4.866290746961739883e-02,5.891078168892144307e-01,9.797456052038946428e-01,9.024893129922010315e-01,4.306164885678869236e-01,-1.236319353264247189e-01,-5.606349411961984996e-01,-1.022376425192344618e+00,-1.027319413807879833e+00,-3.696206039622907946e-01,2.278303122035800210e-01,6.793333616858993063e-01,1.049069546354757687e+00,7.378611244651764878e-01,1.364809489761090178e-01,-4.457138780070774020e-01,-8.696368615372496169e-01,-9.947145933600172185e-01,-5.916192085398499501e-01,-2.552912933838225595e-01
-4.064768884254155862e-03,5.160774772947561706e-01,8.987566088628458072e-01,7.827078237327503851e-01,4.953410004548669532e-01,-1.220875716667726707e-01,-7.313917545971035938e-01,-1.055839552004985027e+00,-9.378722034797417617e-01,-2.383740544867759270e-01,4.780501911311649255e-01,8.880082168424912048e-01,9.667486556408976250e-01,9.531483553282360521e-01,1.610120082098865646e-01,-4.270749544372081652e-01,-8.702987850443572038e-01,-1.212569678939114493e+00,-6.125761354172699624e-01,-2.890676619206562423e-02
